ItemID,Sentiment,SentimentSource,SentimentText
689,positive,Sentiment140, : The Last Gadget http://tinyurl.com/pd4wyp #Geek_And_Poke
690,negative,Sentiment140, :( this is so horrible
691,negative,Sentiment140, :( where ius that one person that can make me smile
692,negative,Sentiment140, :S this tweetdeck is killing me hate it
693,positive,Sentiment140, ;) July Flowers (July 2009) #Holiday
694,negative,Sentiment140, @ last.fm not working.
695,positive,Sentiment140, @aaronXnow finally got twitter haha
696,positive,Sentiment140, @aChAotIcBeaUtY
697,positive,Sentiment140, @Aimee_B_Loved I think there may be a connection between Paul Reubens and the reason why movie theater fl.. http://tr.im/nfKO
698,negative,Sentiment140,"- @alexjreid - saw that earlier, can even comprehend what that couple were feeling. Really tragic "
699,positive,Sentiment140,"- @alittlebit - temperature is down, but the pain is still bad. Hoping antibiotics kick in soon! Thanks for asking "
700,positive,Sentiment140,"-- @anyamanda said I tweets less these days so, hi! "
701,positive,Sentiment140," @AuroraLee Would love to see you guys sometime! *grin* - and aw rats, maybe itl warm up real fast??? LOL"
702,negative,Sentiment140,- @benboychuk I hope it not actually on here birthday that she getting shots.
703,negative,Sentiment140," @billbeckett signature has 100% rubbed off my mondayeyes bracelet. At least I have plenty of autographs from him, but still. Sad day."
704,positive,Sentiment140, @blackswan2 &quot;to all you&quot; ? http://blip.fm/~7d1qo
705,positive,Sentiment140, @blondediva11 What happened while I was gone? Anybody get arrested http://tr.im/koFz
706,positive,Sentiment140,- @breegeek Il know if u can find a replacement 4me. Il still pay u if not.  I won let u hang
707,positive,Sentiment140, @canuckgrrrl Seeing a guy dressed up as a banana totally made my day. Phallic symbol FTW http://tr.im/mVTm
708,positive,Sentiment140,- @carole29 yep  coz of the England game on Wednesday
709,negative,Sentiment140," , Alllllan ruins my lifeeee."
710,positive,Sentiment140,-- . =D There my BOO.  *Blushes*
711,positive,Sentiment140,-- . BYYEEE . ILY2 Jamarcusssssss
712,negative,Sentiment140, . I was want to buy the sims 3 . But it sold out . Wtf . Haha..
713,positive,Sentiment140,-- . You aint gotta apologize. I know I not ugly.
714,negative,Sentiment140, .. just
715,negative,Sentiment140," .. yep,i have things my way all the time. i am selfish. everything revolves around me. yep. im a bitch. great for me (Y) =|"
716,negative,Sentiment140, ... ...I don wanna get rid of twitter  You guys are too cool...
717,negative,Sentiment140, ... i try... i try so hard... and i seem to get no credit for it.... wats the prob?
718,negative,Sentiment140,"- ... wide awake, but dont actually wanna go to school :S  xxx"
719,negative,Sentiment140, .... Dream beautiful.
720,negative,Sentiment140, .... now only have one roommate....
721,negative,Sentiment140, ..... Im givin myself 5 minutes to turn that frown upside down
722,negative,Sentiment140, ......i cant even say a word right now
723,negative,Sentiment140, .....why am i so sad??...becuz of u or becuz of the exam??.....i think..becuz of u...
724,negative,Sentiment140, ...?                   ..frustrated?
725,negative,Sentiment140, ...and i feel a shallow breath that squeezes past the fifty pounds of stone laid in my chest.
726,negative,Sentiment140, ...just found out that a friend from my childhood has passed away... May he Rest In Peace.
727,negative,Sentiment140, ...still in the office...
728,positive,Sentiment140, ...that is all
729,negative,Sentiment140, ..sniffles... since I dont get to leave this fucking house...AW GREAT the power gone. and its getting dark.. Puurfect!
730,negative,Sentiment140, / I feel so ... ... Left out
731,negative,Sentiment140, ::sigh:: we didnt win the contest . stupid popularity contest. i had so many votes for her also.  im realy sad. i had such a good feeling
732,negative,Sentiment140, ;( noooo! why? things are so complicated if I spelt that wrong idc
733,negative,Sentiment140, ;( noooo! why? things are so complicated if I spelt thy wrong idc
734,positive,Sentiment140," ;) Butterfly Day (Jun 19, 2009) #Holiday"
735,positive,Sentiment140, ??? what does it means ?
736,negative,Sentiment140, @ JFK International Airport http://loopt.us/PPYZTQ.t
737,negative,Sentiment140, @ jonas brothers youtube bein suspended
738,negative,Sentiment140, @ moval court 4 a traffic ticket..I should b sleeping..aahh.
739,positive,Sentiment140,- @ work.. || Only 5 hours of it today and then weeeekend!  Can wait for the long weekend to begin! Gonna get some things done for sure!
740,positive,Sentiment140, @ahugeproduction Praying for my cold to go to my head because a skunk just sprayed my yard. This is the w.. http://tr.im/n8AI
741,positive,Sentiment140," @AriaaJaeger Created from the realms of Light, pure love commands the fold When you think and speak with love, a new world youl behold~"
742,positive,Sentiment140, @arjunbasu The music was so quiet that he was sure there was a massive hoax being played. On him alone. I.. http://tr.im/mP2j
743,negative,Sentiment140, @bananarchy_atx sold out of frozen bananas today!   http://mypict.me/2QIM
744,negative,Sentiment140, @beckobviously i have no car to come to you either.
745,negative,Sentiment140, @belllareow has disappeared again
746,negative,Sentiment140,- @billyraycyrus oi tell your daughter to lower her ticket prices we cant afford it in london  my sister cried.
747,negative,Sentiment140,"- @brooklyn_belle LOL. &quot;cat.&quot; I a huge fan. Also, the more i think about it, the more I think you should hold off on Sims 3 "
748,positive,Sentiment140," @Canuckflack Speaking as a historian, WTF do you incorporate twitter buzz by upper middle class North Ame.. http://tr.im/oFLS"
749,negative,Sentiment140," @cnnbrk: Farrah Fawcett, star of &quot;Charlie Angels,&quot; has died from cancer at 62."
750,positive,Sentiment140,"- @cmedders Yes, before the show, I suggested that we ought to do a celebrity deathmatch "
751,positive,Sentiment140," @CranberryPerson Dear hyper chihuahua, we only have 45 minutes left together on this drive, but I have a .. http://tr.im/lAj6"
752,positive,Sentiment140, @danawalker Washington Capitals would be one of #myweakness as well.
753,positive,Sentiment140," @daveena looking fwd to a twitpic of selma soon. Cool name, add a k to the end and it toka"
754,negative,Sentiment140, @desiredeffect
755,positive,Sentiment140, @dustincary yea I really wanna see a win for him at daytona
756,positive,Sentiment140, @DWO34 Great to follow @BUTTERFLYWHEEL @DebraWard @chastity_1111 @Cortnee4Christ @DWO34 @DarrenSproat @Sharboubou @mikehanes
757,positive,Sentiment140, @EightyThreeKid aww I sorry bae u kno I be grindin =D BUT I GOT U I SWEAR....I needa go buy an artbook that or construction paper
758,negative,Sentiment140,"- @fontenot619 Hey you! @PoisonGirl10 How long will you be on? @summerblonde83 Thx! @Nic0pic0 hehehe yw ;) @sevgli Yeah, theye not! "
759,positive,Sentiment140," @gigia: &quot;@Mama_K: &quot;Nobody told me Violent Femmes covered Gnarls Barkley! &quot; tks, dude!! &quot; ? http://blip.fm/~6svjq"
760,negative,Sentiment140, @HitzProductions unfortunately I coming from NJ the boonies...I gotta drive to the path
761,negative,Sentiment140,"- @iamfauxpas All gigs this weekend have been cancelled, so it may be temporary or shut for good. Still trying to find out. BOO. "
762,positive,Sentiment140," @idvssuperego Started working on a â€œwarm, fluffy fartâ€? tweet before realizing I donâ€™t especially like far.. http://tr.im/n7J0"
763,positive,Sentiment140, @infobotz News = Google Getting Twitterpated? - http://tinyurl.com/oropl7
764,negative,Sentiment140, @isak is mad at me. #fail
765,positive,Sentiment140, @jazzgotsoul @liveguy lol nooooooooo!!!
766,negative,Sentiment140, @jessdelight I just played ur joint two songs ago. Everyone in studio was feeling it!
767,negative,Sentiment140,- @jonswerens I can get excited about Conan.
768,positive,Sentiment140, @LadyKeisha @scorpio510 thanx for the post &amp; the warm wishes.. enjoy ur day!
769,positive,Sentiment140, @latuacatante17 youu welcomee
770,positive,Sentiment140," @LisaBarone If, thru the miracle of modern science, Bruce and Danny had a child..."
771,negative,Sentiment140, @lisad stopped talking to me. I should stalk her. ^^
772,negative,Sentiment140,"- @littlecharva - youl be pleased to know I did not have a nice night sleep, even in a comfy bed ;) even a sleeping bag would be same "
773,positive,Sentiment140," @loic Now try sex in bing, deactivate safe search and go to video. You are now on a porn site without lea.. http://tr.im/n18y"
774,negative,Sentiment140, @lushone toolio has court on the 24th...
775,negative,Sentiment140," @Mgapmp When you meet @johncmayer tonight, please tell him my story. How Laker Fans made me miss his show!"
776,positive,Sentiment140, @MICHAEL_CASTRO is not at 902  thanks!
777,negative,Sentiment140,- @minxlj hope you get better soon
778,negative,Sentiment140, @misterdjin i just saw...
779,negative,Sentiment140, @Mizz_Bliz I slept late too. I wonder y u did...Mhmm. I not as hype as u think to leave the country for 2 weeks &amp; 3 days.
780,negative,Sentiment140, @MIZZWALKER which one???
781,negative,Sentiment140, @moogyboobles AHHHHHH - bloody Five. Why did they give away House (and me the Sky subscription)?
782,negative,Sentiment140, @Mp3Jackson Is Upset With Me Lol
783,positive,Sentiment140," @mrjoecool well praise the lord 4 gud moods i kno i need 2 b 1, im workn out ma thighs &amp; these dark clouds is scaring me"
784,negative,Sentiment140, @Nambu sending my tweets from wrong account although selected the right one.
785,positive,Sentiment140," @oliveshoot aw, sweet Leslie was tweeting luv last night!  You are my #1 and absolute FAVE!"
786,positive,Sentiment140, big ass kool-aid smile on my face from talkin to my boo...
787,negative,Sentiment140, bleh... I feel like QQing now.
788,positive,Sentiment140, blowdrying my hair
789,negative,Sentiment140, Boo to that
790,positive,Sentiment140, bored........doing nothing at all....okay...i a pretty shy girl...
791,positive,Sentiment140, BOREDDDD  going to do powerpoint
792,negative,Sentiment140, boring nite...damn I guess I better get use to this
793,negative,Sentiment140, boro let me down. It getting very tight.
794,positive,Sentiment140, bosco graduation then sara voice recital
795,positive,Sentiment140, breakfast with family
796,positive,Sentiment140, Britains Got Talent on RIGHT NOW ! Good luck Susan Boyle ;)
797,negative,Sentiment140, bummed to be missing bb Kris comcast chat. Stupid responsibilities.
798,negative,Sentiment140," burnt tongue, hot chocolate has a downside"
799,negative,Sentiment140, but eatting popcorn so its getting better
800,negative,Sentiment140, but I don want a boyfriend for the summer.
801,negative,Sentiment140," but I love you, Aaron."
802,negative,Sentiment140," but not HIM! He just a brown nose, telling her she super-duper beautyful and then he just said a day before: sorry someone died!"
803,positive,Sentiment140,"- but suddenly something happens, I write it in Portuguese "
804,negative,Sentiment140, can first see MTV Movie Awards on Thursday!! how sad!!&lt;3&lt;3 but am looking forward to Thursday!! jubii!!
805,negative,Sentiment140, Can I join you?  {*_*}  KarenWild
806,negative,Sentiment140, canon powershot s400 you had served me very well. i am sorry that i left u in that car for hottest 3 days... i mourn your loss
807,negative,Sentiment140," cant afford to see Angels and Demons, so i watched it for free: http://tr.im/lvBu"
808,negative,Sentiment140," can get motivated, it might b the sunday crying club for me!!"
809,negative,Sentiment140, cant get up to auckland to watch jb 3d movie. im soo gutterd. suppose i have to wait till the dvd release..
810,negative,Sentiment140, Can log into my computer at work.  ack!  Got lots to do. IT guru out today. can anyone help me?
811,negative,Sentiment140, can make any labels til my computer is fixed..can fix my computer until I make some money..can make money unless I sell soap grrrr
812,negative,Sentiment140, can sleep -_- this sucks eggs and bacon! I suppose to get up early to
813,negative,Sentiment140," can sleep, so damn miserable! I sooooo itchy please help, I can sleep, I going to cry! :("
814,positive,Sentiment140, Can Wait For Hills Finale Tonight! â™¥
815,positive,Sentiment140," Can wait for the weekend, BMTH on Saturday!"
816,negative,Sentiment140, Carrie has a bad eye infection...just waiting for hear from the vets to see if they found anything
817,negative,Sentiment140, cba i revising my french oral fuck it
818,positive,Sentiment140,- certification test #2 at 8:30 this morning. Feeling much better about this one today
819,positive,Sentiment140, changin my name to ambergirl66 ;) haha my youtube name and it mathces my background ;)
820,positive,Sentiment140,-- chilling with my niggahz Haley and Dylan
821,positive,Sentiment140, chocolate cake with a delicious strawberry yummy yummy
822,positive,Sentiment140," church with matt,was...good. I think I going to be a hurchgirlnow. )"
823,positive,Sentiment140,-- city tonight for mae!
824,negative,Sentiment140, cnt even use a single Twitter App!!!!!
825,negative,Sentiment140," cold, despite the heater. weirdly though, it not actually cold today!"
826,negative,Sentiment140, come on bitchesss #barakatday #barakatday #barakatday #barakatday
827,negative,Sentiment140, come party
828,positive,Sentiment140," come to manchester while your in england  id love to meet you  did you have fun in germany? its beautiful, i love it. (L) xx"
829,positive,Sentiment140, Coming up to the home stretch now with this J/M fic. YAY!!
830,negative,Sentiment140, computer is being very tempermental at the moment....
831,positive,Sentiment140," Congrats to AL newest state Senator elect, Democrat Mark Keahey. http://is.gd/MRr3 #alpolitics"
832,positive,Sentiment140, Content.&quot;made a pac lets see how long it last&quot;
833,positive,Sentiment140, cookies the first time
834,negative,Sentiment140, could this night be any worse?
835,negative,Sentiment140, couldn find it
836,negative,Sentiment140, cramps. Drugs--good.
837,negative,Sentiment140, crap day tat will get craper
838,negative,Sentiment140, credit card bill. ow my wallet.
839,negative,Sentiment140,"-- dad came back &amp;asked us to go to anyer till thu! While him, gonna go back &amp;forth from banten to anyer, for us. Poor him "
840,negative,Sentiment140, dads got to turn the power off  caio
841,negative,Sentiment140, dammit... No more sleep for me.. And on my day off to.. :-/
842,negative,Sentiment140," damn gettin it from someone right now, damn i guess im not sleeping tonite with these texts.. "
843,negative,Sentiment140, damn u still haven been to sleep? and just look them up...i think it was Royalty Beats and City Council
844,negative,Sentiment140, damn! didnt make on time and the border was closed! drove hr. to toher side of state to make it ti Mexico!.sniff! sniff! tired!
845,negative,Sentiment140," Damn, lost three followers... I was getting so close to fifty.. Help me out?"
846,negative,Sentiment140, damn. There has to be something wrong. And its not youu
847,negative,Sentiment140, Dan won have off for my birthday.
848,negative,Sentiment140," darn you city, I just want to leave!"
849,positive,Sentiment140, def. i have no studio so ur jus gunna get the lyrics [shrug]  @ExoticBella_
850,negative,Sentiment140, definately bedtime
851,negative,Sentiment140, definately just missed my train. smh. fuck!
852,negative,Sentiment140, depressing day ? http://blip.fm/~6tfp6
853,negative,Sentiment140," devstateddd, my silly iphone deleted all my jailbreak stuff  thats 25 apps !"
854,negative,Sentiment140, did not get to go see UP!! Oh well ended up going to dinner with Blase and Bridget!
855,negative,Sentiment140, didn get much sleep again cos of the flippin neighbours! Grr time to work again!
856,negative,Sentiment140," Didn get to do some car scheming tonight. sad. but i did get to mosh while looking like a complete bogan, WOOTS!"
857,negative,Sentiment140, didn go out last night I fell asleep .... I Suck (not literally)
858,positive,Sentiment140," Didn have time updating because was 2 busy enjoying this &quot;love making, sleep with no clothes on, &amp; eating bbq&quot; weather. I miss this &lt;3"
859,negative,Sentiment140, didn think Netball was on coz it was raining when I got there ... Now no one can take me  Manee is going to b annoyed :|
860,negative,Sentiment140, Didn win the twitter contest. BOO
861,negative,Sentiment140, Dinara lost again in Roland Garros. Why the Safins have to do it hard?
862,positive,Sentiment140, dinner &lt; bath &lt; workout &lt; run
863,positive,Sentiment140, Diplomatic husband to his wife &quot;How do u expect me to remember ur birthday when u never look any older?&quot; (via @normaltusker @nehabagoria)
864,negative,Sentiment140, dissapointed.
865,negative,Sentiment140, does anybody know the statistics homework *not that I have started* nobody is answering my emails about business studies...
866,negative,Sentiment140, doesn know what to get fir a tattoo
867,negative,Sentiment140, dont feel good ptosis ;)
868,positive,Sentiment140, Don forget to vote today! http://bit.ly/3MG0r
869,negative,Sentiment140,- don ignore the smell of sizzling skin when youe sitting in the sun!
870,negative,Sentiment140, dont know whats wrong with me
871,negative,Sentiment140, Don like ending the night arguing with the huz in SMF over stupid home improvement crap.
872,negative,Sentiment140, don wanna go to work
873,positive,Sentiment140, @Dayngr TweetWrath I think I just coined a new word where is that twitter dictionary http://tr.im/nyYv
874,negative,Sentiment140, @DemonicTurtle - You guys have fun last night? I hope you got my text... Pub quizzage tomorrow?
875,positive,Sentiment140, @DJWiLLGATES
876,negative,Sentiment140," @electrograffiti I know but Il miss having someone to bitch about Brussels trams, metro, bad customer service, lack of quorn.. etc."
877,negative,Sentiment140, @ELYSIANFIELDZ=CLASS @ELYSIANFIELDZAJ=NO ANSWER @RON_NO4LYFE=WORK @_ETJ= ON THE ROAD @PLUSISAPLUS=N NOLA IM HUNGRY WITH NO1 2 EAT WITH!
878,positive,Sentiment140, @essentially_me Funny fact: @sween has about 3x his town population following him on tumblr. How does h.. http://tr.im/lCEl
879,positive,Sentiment140," @fernandofelman am gonna miss you too. if it really gonna be 2-3 years, i might end up visiting you in Aussie land (i wish)"
880,negative,Sentiment140,- @flopearedmule  Guess that the end of my love affair with emusic.
881,positive,Sentiment140, @Grahamapalooza @RoniBryantMusic @Rob_in_Grantham @BananasMel @joetech @joecopas2671 @britespark @r0ckrulez @johnnybeane @bsideofSoccer
882,positive,Sentiment140,- @hannahradford is taking me to lunch today
883,negative,Sentiment140, @I_am_delo
884,negative,Sentiment140, @iggigg too busy to see me in London this evening. What is a boy to do?
885,negative,Sentiment140, @JeffersonReid is never on Twitter anymore
886,positive,Sentiment140, @jessdelight: LMAO @liveguy
887,positive,Sentiment140, @joeschmitt Twitter maintenance on a Friday night? They really haven been listening if they think we wo.. http://tr.im/nDkq
888,positive,Sentiment140," @johnmaeda Are you a .EXE (do-er), .PPT (talk-er), or .TXT (leafy potted plant) http://tr.im/oBOf"
889,negative,Sentiment140, @joseke Trent Reznor quits Twitter - http://migre.me/281e (via @trabalhosujo)
890,negative,Sentiment140,- @Kerry350 would love to meet up with yourself and @angeloys but Ie made plans already  wel get another opportunity again soon!
891,positive,Sentiment140, @krystynchong that a lovely compliment. thx much!
892,positive,Sentiment140, @ksymmonds THANKYOU
893,negative,Sentiment140, @LAFD*UPDATE: SB 110 Fwy x 8th St* Correction: Dead female now 6 y/o; LAFD complete; CHP &amp; Coroner to handle; NFD - Brian Humphrey###
894,negative,Sentiment140, @lazoug KStew and MA still together http://bit.ly/cdrcw happy or not?? Lol Im happy if Kristen is happy
895,negative,Sentiment140,- @libraritarian59 Oh no! @donutspy isn a good link!
896,negative,Sentiment140,"- @littlecharva - if the front wasn black on both, I would have got the white one. As it is, the black looks sleek &amp; the white doesn "
897,negative,Sentiment140,"- @littlecharva - the full voice control is making me want iPhone 3GS, but 02 will charge me a fortune as my 3G contract not up til April "
898,negative,Sentiment140, @MaMii_THiCKNESS don do dat. jst tell em 2 suck ur dyck! that always makes me feel better
899,positive,Sentiment140,- @MelbourneVixens Awesome 4th quarter ladies! Great game
900,negative,Sentiment140, @monique4ever is messing with my mind.
901,positive,Sentiment140, @netfart quite the opposite
902,positive,Sentiment140,"- @nikkofelipe night, and thanks for the call "
903,negative,Sentiment140, @ohhushaubrey it makes me wanna cry
904,positive,Sentiment140," @PAN1F @OregonMJW No, I do know the difference! Like I say, it been a long time. A very long time http://tr.im/nJOo"
905,positive,Sentiment140, @PhillMason @Philoscribe Thank you. I am genuinely grateful
906,positive,Sentiment140,- @PinkElephant73 So pretty much you look like a candy floss machine today
907,positive,Sentiment140, @prblog @steverubel posterous looks like tumblr for iPhone? looks interesting. can you fold this content .. http://tr.im/nhcv
908,negative,Sentiment140, Dont Wanna Leave NY Today.
909,negative,Sentiment140,dont worry about the for amigos!! there still hangin in there  &lt;//3
910,negative,Sentiment140, down to 3k in chips.
911,negative,Sentiment140," downloaded one movie yesterday and having some problem with that ,  i thnk i deserve that..."
912,negative,Sentiment140, Driving Lizzie to the airport. Say good bye Lizzie.
913,positive,Sentiment140,-- DT tonight; DT tomorrow day &amp; night   beauty.
914,negative,Sentiment140, dude I almost just shocked myself. Lesson learned never get outta the shower and think electricity won hate on ur ass.
915,negative,Sentiment140,- eaten some steak!!! im feeling good! much better!! missing my lady though
916,negative,Sentiment140, eating my last wizz fizz
917,negative,Sentiment140, ECL all day to try to cram all of this organic chemistry back into my head. Final tomorrow. ugh
918,negative,Sentiment140, eff that bitch at Dunkin Donuts
919,positive,Sentiment140," elise and melanie are the SHIZ,"
920,negative,Sentiment140, ellie just text me saying &quot;theyre not gona read our text are they? &quot; I WILL SPEAK TO MCFLY!
921,negative,Sentiment140, emotional.
922,negative,Sentiment140," Everton F.C. just got beat in the Finals of the F.A. Cup against Chealea F.C. Oh well, at least we got to the finals and played well!"
923,negative,Sentiment140, everton. oh well. lol.
924,negative,Sentiment140, every fucking day
925,negative,Sentiment140, every one i was talking to on msn has gone offline  and i won be able to talk till them tomorrow  i feel lonely :( x
926,positive,Sentiment140,- Every so often I catch my own reflection &amp; think .. Now that one cool son-of-a-b*tch .. today one of those days
927,negative,Sentiment140," every time i leave my room,i miss bubu sending me a msg and then he gone,same on my side.its been hapnin all day...universe?!!mxit then"
928,negative,Sentiment140, everyones drunk but me
929,negative,Sentiment140, everyones dying or bordeirlne on SVU
930,negative,Sentiment140, Exams.....help !
931,negative,Sentiment140, expensive car repairs
932,positive,Sentiment140, Explore twitter
933,negative,Sentiment140, F%$&amp;ing Red Wings!
934,negative,Sentiment140," failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes."
935,negative,Sentiment140, failing at everything i should just give up now....
936,positive,Sentiment140, Famed Michigan bookstore to close its doors http://u.mavrev.com/bc7v
937,negative,Sentiment140, famliy  going bck homee and have too taKE sister hores riding oh no gonna be a boring day
938,negative,Sentiment140, Farrah Fawcett dies of cancer at 62. http://bit.ly/OnhYd
939,negative,Sentiment140, fcukk you!
940,negative,Sentiment140, fedex will be kicked out of the french open ...
941,negative,Sentiment140, feelin very pessimistic ):
942,negative,Sentiment140, feeling a litle sad
943,negative,Sentiment140, feeling all sad leaving mumbai...
944,negative,Sentiment140, feeling down. reality is setting in. i know i should be beyond this point. why am i still here? i want to follow my dreams but im scared
945,negative,Sentiment140, Feels bad for Cali... poor thing.
946,negative,Sentiment140, female model tortured by prince http://tinyurl.com/mbmanohara
947,negative,Sentiment140, ferrets are much cooler than fishes.
948,positive,Sentiment140, FIELD TRIP TODAY  LEAVING NOW :3
949,positive,Sentiment140,"- finally at home ; bout to napp , then get ready for college tomorrow  ughhh ; sooo excited !"
950,negative,Sentiment140, Finally managed to check the Euromillions results......NO ï¿½89 million for me I afraid :[   Oh well...you gotta be in it to win it!
951,negative,Sentiment140," finding out the Hollywood Video i frequent, is not re-model-ing, and is in fact, closed  *cancels account* so much 4 super cheap DVDs"
952,negative,Sentiment140, @PurpleHazeYobi Hope you had fun with &quot;Lisa&quot; the Jillian replacement lol... I was busy getting @_rosiecakes drunk! lol I &lt;3 u both... xo
953,negative,Sentiment140, @richietachie i missed all..imma call u tomorrow..and reduce the number of Qs by tomorrow pls...i have a phobia for that lol seriously
954,positive,Sentiment140, @rickswift #followfriday these ppl or catch crabs @KarlKleese @lpjdesign  @LostZombies @pinkraygun @BittenbyBooks @hippojuicefilm @zazzle
955,positive,Sentiment140," @SandyU @MightyBoognish @kittyireland It light with a bit of punch. Mission=San Francisco gin, Mexican liqueur, seemed an apt name."
956,positive,Sentiment140," @Savage_Death55 I am super emo about stupid stuff rn, and SG is making me feel better. :p"
957,negative,Sentiment140, @sf_giants bullpen loses lead
958,positive,Sentiment140, @ShawnaShameless &amp; @killavilla if anyone else said something it to you too.
959,negative,Sentiment140, @Spiral_galaxy @YMPtweet i mean we have the best religion the only thing that we have to do is to follow it the right way
960,negative,Sentiment140, @StephenHDunn bows out of the Raid. &quot;Dunn&quot; his back Inn. Speedy recovery mate.
961,positive,Sentiment140, @stevijean yeahuhh
962,negative,Sentiment140," @sylvanus is having the worse day ever. Boss is spazzing out at work and finally done with a late night photo shoot, only to have a flat"
963,negative,Sentiment140, @tahninial just called me a cheeseburglar. He made me sad
964,negative,Sentiment140, @taylorswift13 didnt win the first award she was nominated for. Oh well.. Shes tied for most nominations.
965,negative,Sentiment140," @Tellman says, &quot;Crush the Commies&quot; = sad. My grandfather, RIP, was a Commie @Tellman"
966,negative,Sentiment140,- @TendaiJoe well none of us are getting out of here alive but we would like to stay a while.I wish people would stop killing each other
967,negative,Sentiment140, @the_prodigy AND @NKOTB in Boston 2day Boo!! Roll on summer already!!! x
968,negative,Sentiment140, @therealglambert sorry...got carried away with gossip  on another note: Pass on a Hippo Birdie &amp; a big koala hug to KRIS for me! xoxo K
969,negative,Sentiment140," @thesmartmama I have no office. I know this is hard to believe, but people don want to employ me."
970,positive,Sentiment140, @ThisChicsFlava: @DaPrbmChild lmao&lt;3
971,negative,Sentiment140, @tommcfly hi when ur back &amp; when ur next in mk i am gona need 1 of your really good hugs that only you and my friend liam can give ok.
972,negative,Sentiment140," @tweetdeck lost my groups, and thats not a good thing with 23k followers "
973,negative,Sentiment140, @WeeLaura Guardian UK: 12 students reported killed in crackdown after violent clashes in #Iran http://bit.ly/wHLBv
974,negative,Sentiment140," @YMPtweet @Spiral_galaxy  but so badly no one does , i know that there is more but that what i got so far"
975,positive,Sentiment140," @zeldman just said on Flickr re a Mac that wouldn install OS X (yes): &quot;As user-focused design goes, this is an exploding colostomy bag&quot;"
976,negative,Sentiment140, __cheer up emo kid.
977,positive,Sentiment140, ~ LVATT IS COMMING!!! ~
978,negative,Sentiment140, = next few days
979,positive,Sentiment140, =] happy sunday =]
980,negative,Sentiment140, 1 dinger in and I so regret popping that pill...
981,negative,Sentiment140," 1 month of bed by 1:30AM, already failing as you can see"
982,negative,Sentiment140, 2 days I haven tlkd 2 mi amor..im kinda stubborn when it comes 2 my bf..I will NOT call..not a bugaboo type
983,negative,Sentiment140, 2 hear about jon n kate...couples should steer clear of those reality shows! just say no!
984,positive,Sentiment140,--- 2009 NCAA National Softball Champions UW Huskies
985,negative,Sentiment140," 2nd item did not arrive, am still waiting for it to show in my aramex web page."
986,negative,Sentiment140, Finished my paper!!!!!!!!!! But............   smh
987,positive,Sentiment140, first days are always good..wish my dentist gave me more hours though
988,negative,Sentiment140, fone off....cant talk 2 my love....imu marcus!!!!!
989,negative,Sentiment140," for the fact that *I* didn get any work done, not that you all did. "
990,negative,Sentiment140," forgot XBL was off today, was about to check to see if a game was on XBLA that I wanted to buy  oh well, maybe tomorrow"
991,negative,Sentiment140, found a mosquito bite.  (Those tend to get really swollen and red for me)  Distracting myself with caffeine
992,positive,Sentiment140, Found a way to make this Private woot woot
993,negative,Sentiment140, Four more fake people added me. Is this why people don like Twitter?
994,negative,Sentiment140, frank iero should be the sexiest vegetarian 2009.
995,negative,Sentiment140," french lost, #fb"
996,negative,Sentiment140, fuck man .i hate this. =O. work suckss :(
997,negative,Sentiment140," fuck you, :]"
998,negative,Sentiment140,"- fuck, my money is running out &amp; i have no jobs... "
999,negative,Sentiment140, fuck. I am an ugly person.
1000,positive,Sentiment140, fucking rur mom
1001,positive,Sentiment140,"- Fwd: Good Morn,happy birthday !  regardless of what ppl said yesterday,they don realize what happend behind the scene.One of the  ..."
1002,negative,Sentiment140, gah. so much less ok than i was trying to tell myself i was.
1003,negative,Sentiment140, GCSE clearly suck.
1004,negative,Sentiment140,- Geez Chelsea already scored against Everton   1-0
1005,negative,Sentiment140, gerald lost a friend............idk what to say........this is like day 2 of crazy events.......
1006,negative,Sentiment140, getting &quot;goodbye&quot; e-mails from #Iran #iranelection
1007,positive,Sentiment140,-- getting a Mani + Pedi with the husband!
1008,positive,Sentiment140, getting a webcam today.
1009,negative,Sentiment140,"- Getting ready to leave for Spring City, TN - @EzraJane I going to miss your show tonight... "
1010,positive,Sentiment140,- getting ready to watch the Sprint Cup boys try to tame the concrete Monster Mile! hopefully tires won be too much of an issue!
1011,negative,Sentiment140, girls girls. don fight! you both can have me! there enough to go around!
1012,negative,Sentiment140, gnight my phone sucks Bleh
1013,positive,Sentiment140,-- gight tweeties! &lt;3 talk to you all in the AM  - @damesmash haha you have work in the AM
1014,negative,Sentiment140, go away migraine!!! you are not welcome!!!
1015,negative,Sentiment140, go away rain.
1016,positive,Sentiment140, go follow my personal twitter! @nikkidallasen
1017,positive,Sentiment140, Go Wings! FTW!
1018,positive,Sentiment140,- God i up early. Hayley still asleep but today is party day so i getting stuff ready.  x
1019,positive,Sentiment140, going home to see my baby   [dont be ashamed of your faith]
1020,positive,Sentiment140, going out for dinner with the family
1021,negative,Sentiment140, going to bed
1022,positive,Sentiment140, going to bed.
1023,positive,Sentiment140,- going to bed.
1024,negative,Sentiment140, going to get piï¿½a colada mix to wallow in my sorrows
1025,negative,Sentiment140," going to have such a bad day, I love my x3 I can believe I backed into someone "
1026,negative,Sentiment140, going to lay down. Fuck tonight
1027,positive,Sentiment140, Going to London Expo this weekend  Can wait !
